Beat_Interval,Systolic,Diastolic
0.712,145.52,74.012
0.728,146.22,72.964
0.712,145.75,75.011
0.704,146.81,74.543
0.712,146.23,74.074
0.704,146.76,74.428
0.704,146.47,74.308
0.904,145.98,66.64
0.808,144.42,69.857
0.728,141.12,72.437
0.72,142.37,72.026
0.872,143.61,67.813
0.768,143.05,71.151
0.744,141.44,71.497
0.696,145.64,74.256
0.904,145.89,65.996
0.816,142.93,69.331
0.736,142.12,72.443
0.712,142.18,72.846
0.72,143.87,72.44
0.712,144.36,75.073
0.704,146.15,73.836
0.728,145.73,73.436
0.744,149.48,78.128
0.72,148.09,76.326
0.68,149.16,73.93
0.76,151.25,77.366
0.728,152.55,76.882
0.728,149.27,77.703
0.72,149.46,78.301
0.704,148.62,76.6
0.728,150.14,76.814
0.808,146.74,58.366
0.552,140.36,63.921
0.832,141.84,56.17
0.744,142.13,59.295
0.736,136.26,58.415
0.76,138.02,58.415
0.752,136.01,58.217
0.608,139.18,62.021
0.776,140.95,57.724
0.712,136.88,60.661
0.72,138,60.708
0.664,140.83,62.71
0.8,145.34,61.002
0.712,142.31,61.587
0.576,145.02,66.217
0.8,146.26,60.22
0.592,150.1,65.932
0.808,146.74,58.366
0.552,140.36,63.921
0.832,141.84,56.17
0.744,142.13,59.295
0.736,136.26,58.416
0.76,138.02,58.416
0.752,136.01,58.217
0.608,139.18,62.021
0.776,140.95,57.724
0.712,136.88,60.661
0.72,138,60.708
0.664,140.83,62.71
0.8,145.34,61.002
0.712,142.31,61.587
0.576,145.02,66.218
0.8,146.26,60.22
0.592,150.1,65.933
0.552,191.01,73.37
0.464,192.74,83.725
0.616,167.71,69.135
0.496,191.74,78.208
0.416,168.79,84.23
0.48,176.31,75.628
0.448,186.87,82.311
0.616,168.36,69.079
0.512,183.78,75.524
0.464,174.56,79.021
0.472,184.96,79.655
0.448,178.14,81.872
0.608,181.29,70.559
0.592,172.86,72.987
0.536,183.23,76.411
0.656,172.83,70.487
0.6,175.79,73.768
0.6,165.15,71.189
0.64,172.63,71.581
0.504,169.09,76.794
0.6,169.22,70.625
0.56,184.23,73.984
0.544,172.04,75.474
0.504,179.83,76.481
0.672,156.13,66.418
0.504,179.6,77.27
0.464,163.1,78.624
0.744,172.09,67.753
0.552,178.76,73.99
0.504,169.46,78.741
0.584,175.03,73.672
0.528,182.35,77.251
0.512,173.92,78.103
0.544,178.13,76.737
0.584,180.4,73.756
0.56,165.98,66.637
0.528,175.11,67.879
0.536,168.29,68.049
0.52,175.11,68.596
0.512,171.22,67.508
0.656,173.7,63.839
0.528,178.41,67.893
0.568,160.86,64.619
0.552,176.65,65.237
0.584,167.81,65.087
0.648,172.97,61.968
0.68,169.24,63.132
0.552,148.22,66.578
0.592,139.5,64.306
0.528,149.79,67.097
0.464,147.69,74.434
0.6,152.37,66.656
0.576,141.81,65.562
0.608,155.23,65.009
0.64,146.41,64.932
0.712,144.07,61.886
0.608,141.39,61.794
0.656,142.49,64
0.696,144.99,60.553
0.6,143.4,64.234
0.624,142.16,63.53
0.552,146.37,65.555
0.664,142.13,62.906
0.608,147.9,63.296
0.52,142.71,69.065
0.48,135.13,68.609
0.632,173.19,74.394
0.552,165.71,74.615
0.496,166.2,82.378
0.448,155.74,79.293
0.616,165.93,72.825
0.464,183.03,88.251
0.52,169.69,76.502
0.704,179.41,71.816
0.632,178.62,75.561
0.576,159.01,73.612
0.512,181.92,82.343
0.6,161.85,72.723
0.52,176.07,83.132
0.64,156.89,70.878
0.688,179.64,72.675
0.544,167.64,77.753
0.496,163.62,79.21
0.56,167.08,75.253
0.52,175.43,79.609
0.544,167.49,76.34
0.504,174.15,81.028
0.68,167.74,76.114
0.704,176.07,73.918
0.688,170.14,76.188
0.72,175.26,72.676
0.728,173.58,74.387
0.688,173.84,74.707
0.784,174,69.317
0.608,175.29,78.301
0.704,159.63,72.129
0.696,164.77,75.558
0.648,173.65,73.999
0.776,167.94,72.443
0.744,174.03,70.332
0.696,162.35,75.797
0.44,157.8,84.294
0.536,161.38,79.472
0.752,180.48,70.325
0.616,156.07,71.966
0.712,153.59,71.186
0.624,158.19,70.944
0.608,154.07,71.523
0.792,164.25,69.936
0.68,154.53,71.885
0.688,146.75,70.478
0.592,157.85,71.568
0.728,157.83,70.558
0.816,160.66,64.393
0.712,145.76,70.722
0.632,152.45,71.966
0.792,157.49,67.201
0.704,147.02,70.488
0.72,151.57,68.612
0.728,150.34,69.472
0.712,146.53,69.154
0.624,151.91,71.893
1.016,151,63.303
0.664,144.43,63.61
0.808,139.32,59.704
0.76,137.43,60.954
0.712,134.13,61.969
0.76,141.56,59.622
0.776,140.26,61.26
0.752,134.2,61.422
0.712,135.69,61.492
0.672,124.35,63.219
0.712,138.62,61.891
0.752,135.84,62.119
0.64,141.77,63.766
0.792,140.6,61.502
0.728,138.81,60.559
0.72,134.83,66.658
0.752,144.56,63.689
0.584,140.36,68.376
0.832,143.9,59.627
0.808,137.28,63.45
0.768,140.59,61.033
0.816,142.47,61.731
0.808,149.09,64.544
0.824,152,62.823
0.848,148.88,62.438
0.8,145.74,64.075
0.824,152.62,64.313
0.848,151.3,61.499
0.808,146.06,64.313
0.84,147.81,61.808
0.864,143.25,61.034
0.8,139.32,63.143
0.824,148.29,64.933
0.832,149.22,64.702
0.848,147.7,65.254
0.72,135.21,101.59
0.704,135.85,104.01
0.712,140.22,105.34
0.728,136.77,101.82
0.792,132.32,92.678
0.736,131.05,99.716
0.832,99.091,55.19
0.832,98.638,54.357
0.848,98.387,54.167
0.84,98.478,55.191
0.832,98.295,53.773
0.84,97.861,54.163
0.832,97.531,53.432
0.848,96.633,52.164
0.84,95.293,53.237
0.84,96.149,51.477
0.864,94.762,51.627
0.832,94.103,51.526
0.848,93.293,50.598
0.832,91.94,52.553
0.84,92.82,50.403
0.824,92.078,51.04
0.824,91.926,52.599
0.824,92.191,51.625
0.84,91.315,51.772
0.824,92.27,50.941
0.84,91.707,51.43
0.832,90.836,52.114
0.832,99.091,55.19
0.832,98.638,54.357
0.848,98.387,54.167
0.84,98.478,55.191
0.832,98.295,53.773
0.84,97.862,54.163
0.832,97.531,53.432
0.848,96.634,52.165
0.84,95.293,53.237
0.84,96.149,51.477
0.864,94.762,51.627
0.832,94.104,51.527
0.848,93.293,50.598
0.832,91.94,52.553
0.84,92.82,50.403
0.824,92.078,51.04
0.824,91.926,52.599
0.824,92.191,51.625
0.84,91.316,51.772
0.824,92.27,50.941
0.84,91.707,51.43
0.832,90.836,52.114
0.616,128.02,67.352
0.616,126.65,67.984
0.624,128.7,68.428
0.624,127.24,65.985
0.624,125.59,66.474
0.624,126.41,64.711
0.624,124.29,66.906
0.632,124.57,65.692
0.608,125.37,64.219
0.624,124.35,66.669
0.624,126.03,64.907
0.624,126.62,65.985
0.624,126.12,66.955
0.608,128.06,67.782
0.624,125.44,67.3
0.648,128.43,67.102
0.632,126.98,65.395
0.64,124.17,67.496
0.632,126.98,66.425
0.632,126.87,65.395
0.632,126.8,67.586
0.624,127.63,66.03
0.64,125.54,68.863
0.616,126.05,67.154
0.608,128.8,68.375
0.648,130.81,68.619
0.616,130.66,66.361
0.648,127.49,68.521
0.624,127.71,67.59
0.6,125.77,68.513
0.68,91.627,65.003
0.688,93.493,65.253
0.656,91.668,65.292
0.672,92.664,64.218
0.672,92.166,65.299
0.672,92.651,66.62
0.672,94.758,65.741
0.664,94.902,66.81
0.664,94.513,68.867
0.68,95.955,66.126
0.68,93.472,65.738
0.688,94.229,63.787
0.68,92.656,63.736
0.68,92.126,64.667
0.68,93.194,63.977
0.672,90.822,63.299
0.672,90.944,64.221
0.68,92.606,64.178
0.68,95.31,66.376
0.656,92.642,67.343
0.68,93.647,65.586
0.664,93.43,65.836
0.672,92.659,65.836
0.68,94.17,65.934
0.672,93.783,65.25
0.68,92.926,65.692
0.672,94.213,66.66
0.672,93.469,66.813
0.72,104.62,61.052
0.736,104.59,61.883
0.712,105.09,61.101
0.72,103.11,61.584
0.72,104.74,60.654
0.712,104.53,61.052
0.728,104.19,62.906
0.712,105.26,62.176
0.704,104.09,63.247
0.728,102.64,63.248
0.672,103.57,58.363
0.704,103.41,73.353
0.72,99.71,69.6
0.696,90.806,63.739
0.68,100.33,65.485
0.72,100.6,66.179
0.704,102.6,63.69
0.704,102.46,66.029
0.704,103.55,64.273
0.712,104.04,64.813
0.696,104.02,65.494
0.704,104.43,64.906
0.704,103.19,65.054
0.704,103.85,64.712
0.712,104.93,65.153
0.744,100.1,58.122
0.728,100.31,58.165
0.744,98.597,57.878
0.768,98.748,57.683
0.72,99.693,57.53
0.736,97.309,58.461
0.752,98.743,56.071
0.736,97.745,57.582
0.752,101.35,57.976
0.72,100.5,58.901
0.744,100.09,58.562
0.712,99.579,60.904
0.752,103.9,57.732
0.744,100.03,57.536
0.76,99.394,57.96
0.72,100.59,56.752
0.752,94.627,54.166
0.776,93.37,55.678
0.728,95.294,53.772
0.752,95.129,54.405
0.744,94.37,57.243
0.768,97.16,54.508
0.752,96.369,55.68
0.744,95.487,58.367
0.672,107.36,65.473
0.632,109.91,64.855
0.632,107.06,65.375
0.68,105.76,66.804
0.648,107.33,65.588
0.648,106.52,65.78
0.656,107.06,65.286
0.64,107.98,66.958
0.616,105.55,66.222
0.664,104.47,64.862
0.632,107.35,65.783
0.664,108,66.62
0.648,106.5,66.132
0.64,106.97,66.362
0.64,107.28,66.711
0.632,105.84,68.623
0.624,110.86,66.177
0.648,108.41,67.3
0.648,107.01,69.156
0.664,107.5,64.908
0.648,108.11,65.343
0.648,106.77,68.343
0.624,107.69,66.467
0.624,108.68,67.381
0.664,108.88,70.082
0.632,110.91,68.71
0.632,110.44,69.991
0.648,115.43,67.541
0.656,113,68.225
0.632,91.1,63.722
0.64,91.302,62.41
0.632,92.217,63.93
0.6,91.534,64.666
0.656,92.613,62.407
0.608,90.661,63.044
0.632,90.855,63.715
0.648,92.959,65.009
0.584,92.221,66.954
0.664,95.073,64.465
0.608,93.785,66.951
0.664,93.983,65.106
0.632,94.809,66.223
0.616,93.927,66.473
0.656,94.843,64.126
0.632,92.372,64.125
0.608,92.187,66.497
0.656,93.101,63.983
0.656,91.677,64.566
0.616,92.369,62.161
0.592,94.416,65.008
0.64,93.685,66.421
0.616,93.94,66.515
0.584,94.61,65.252
0.64,93.639,67.151
0.624,94.665,66.906
0.608,95.064,65.095
0.624,95.001,67.06
0.68,120.94,74.872
0.616,120.53,75.653
0.576,118.54,75.418
0.664,119.51,74.875
0.616,118.29,74.63
0.624,117.23,74.526
0.608,116.68,72.226
0.6,116.13,73.302
0.64,117.02,73.8
0.616,114,72.471
0.6,113.15,70.08
0.6,113.44,68.852
0.656,114.9,69.304
0.632,113.1,69.942
0.624,114.08,68.183
0.624,114.31,69.742
0.592,113.35,71.977
0.664,118.8,69.154
0.6,116.77,71.943
0.64,117.57,71.505
0.608,115.98,72.676
0.616,115.99,70.031
0.608,117,70.182
0.64,115.44,71.749
0.608,117.02,70.182
0.584,115.43,71.308
0.64,114.58,70.084
0.632,94.761,59.14
0.584,94.195,59.335
0.576,95.808,60.112
0.584,97.709,60.901
0.576,96.908,61.48
0.568,97.735,61.963
0.584,100.22,62.265
0.576,99.076,61.333
0.584,98.031,63.771
0.584,99.805,61.288
0.584,99.46,60.69
0.592,95.342,58.997
0.584,95.278,59.679
0.584,97.009,59.24
0.592,95.783,58.403
0.576,93.969,59.913
0.584,97.496,59.575
0.592,97.542,60.315
0.576,97.059,60.45
0.592,98.017,61.491
0.592,100.32,60.804
0.592,99.879,60.018
0.56,95.912,59.423
0.616,97.726,59.125
0.584,97.442,59.03
0.568,95.569,59.525
0.608,95.617,58.56
0.576,95.338,61.138
0.584,99.511,60.172
0.584,98.688,60.39
0.584,97.812,59.947
0.576,96.391,62.122
0.592,100.14,60.645
0.608,103.35,62.254
0.616,103.01,62.562
0.608,104.7,62.108
0.6,103.44,61.341
0.616,101.98,63.49
0.608,103.16,61.491
0.608,103.17,62.367
0.592,101.55,62.705
0.6,103.56,62.656
0.6,105.15,63.238
0.6,104.17,62.652
0.624,96.19,57.968
0.616,98.207,58.801
0.608,97.35,59.774
0.6,97.588,60.849
0.608,100.91,61.442
0.6,100.93,62.123
0.592,99.997,63.002
0.6,103.02,63.786
0.6,106.17,64.414
0.6,106.51,64.554
0.6,105.26,66.128
0.6,106.39,64.703
0.608,108.18,63.828
0.608,107.07,62.262
0.616,105.09,64.607
0.608,105.84,61.428
0.624,104.72,61.041
0.608,102.73,60.898
0.624,102.31,61.781
0.608,103.96,60.349
0.624,102.97,60.208
0.616,100.35,61.146
0.64,109.84,64.028
0.64,106.97,63.78
0.616,104.84,66.424
0.64,108.14,64.227
0.632,107.64,65.144
0.608,108.79,67.533
0.648,111.29,66.268
0.632,110.24,67.144
0.616,109.84,69.641
0.632,112.16,67.695
0.64,111.5,68.379
0.616,111.44,71.162
0.632,114.04,68.476
0.632,112.33,68.909
0.624,113.56,70.479
0.64,115.45,68.183
0.64,112.92,67.786
0.632,111.82,70.919
0.664,112.93,66.272
0.632,111.01,66.03
0.64,99.301,64.803
0.632,102.44,62.562
0.648,104.77,62.904
0.632,105.07,66.027
0.632,106.56,65.343
0.64,106.88,65.253
0.64,107.6,66.816
0.64,107.81,65.835
0.64,107.09,66.376
0.632,107.79,65.144
0.664,103.54,65.39
0.68,106.48,63.537
0.68,103.92,62.566
0.672,100.13,61.931
0.68,100.35,61.052
0.68,97.045,59.092
0.664,94.295,59.089
0.68,99.312,59.969
0.68,97.944,60.613
0.648,99.422,65.106
0.664,104.24,64.563
0.672,101.01,63.299
0.64,97.444,66.467
0.68,100.63,63.983
0.664,100.18,63.583
0.672,104.07,64.856
0.76,100.39,59.734
0.736,100.84,59.099
0.744,98.438,57.969
0.736,98.154,59.339
0.744,99.7,58.411
0.736,97.803,58.562
0.736,98.114,59.534
0.744,99.973,59.051
0.736,103.96,60.614
0.768,105.34,60.125
0.76,105.42,62.175
0.784,106.71,59
0.808,104.82,56.9
0.808,103.26,57.875
0.832,100.6,54.897
0.824,98.763,54.358
0.768,102.42,58.021
0.768,104.85,61.145
0.784,106.19,59.488
0.792,107.84,60.12
0.784,106.69,59.051
0.8,105.42,56.997
0.808,103.49,57.729
0.816,102.17,55.286
0.784,108.23,60.854
0.784,107.86,59.244
0.792,106.7,57.093
0.776,102.14,55.729
0.792,102.88,54.066
0.792,101.96,55.68
0.776,100.07,53.33
0.8,100.31,53.238
0.752,110.37,64.668
0.744,109.65,64.663
0.752,109.71,65.491
0.744,110.55,64.221
0.768,109.84,63.495
0.752,110.3,66.13
0.752,109.4,64.372
0.736,110.55,67.837
0.768,111.37,63.775
0.76,110.43,65.835
0.768,109.32,63.149
0.776,109.66,63.788
0.76,109.53,62.465
0.76,108.39,62.805
0.752,106.91,64.856
0.76,106.47,61.883
0.76,106.69,62.126
0.76,106.52,62.616
0.752,105.26,61.688
0.744,105.38,64.125
0.76,106.05,59.93
0.744,105.69,62.697
0.728,104.62,67.59
0.744,110.95,62.564
0.744,106.85,65.393
0.768,108.73,60.903
0.776,108.39,61.243
0.776,107.7,60.854
0.768,106.62,60.463
0.768,105.29,61.686
0.776,105.37,59.051
0.776,105.32,59.533
0.768,104.57,62.177
0.76,107.56,63.342
0.76,110.3,62.712
0.752,110.93,64.418
0.752,111.99,63.984
0.752,110.84,65.388
0.776,111.58,63.738
0.776,113.64,66.033
0.752,114.69,65.593
0.776,117.18,63.978
0.776,116.25,62.905
0.784,116.73,62.567
0.768,115.99,64.705
0.776,114.93,61.584
0.776,114.56,62.37
0.768,112.99,61.093
0.776,112.45,60.217
0.696,141.53,57.291
0.688,140.65,58.213
0.704,141.3,58.458
0.688,139.46,58.118
0.728,141.35,59.145
0.712,140.83,57.436
0.696,140.85,57.337
0.696,140.39,57.877
0.704,141.17,56.843
0.704,141.28,57.975
0.704,141.8,59.046
0.696,139.26,58.854
0.704,142.48,60.417
0.696,139.62,58.602
0.704,141.98,57.337
0.704,139.94,57.047
0.712,139.86,55.679
0.688,137.6,57.09
0.696,139.08,57.975
0.696,139.06,58.654
0.672,139.77,59.098
0.72,140.33,58.119
0.696,140.13,59.081
0.688,140.71,59.288
0.664,143.06,60.536
0.696,141.53,57.291
0.688,140.65,58.213
0.704,141.3,58.458
0.688,139.46,58.118
0.728,141.35,59.145
0.712,140.83,57.436
0.696,140.85,57.337
0.696,140.39,57.877
0.704,141.17,56.844
0.704,141.28,57.975
0.704,141.8,59.048
0.696,139.26,58.854
0.704,142.48,60.417
0.696,139.62,58.602
0.704,141.98,57.337
0.704,139.94,57.047
0.712,139.86,55.679
0.688,137.6,57.09
0.696,139.08,57.975
0.696,139.06,58.654
0.672,139.77,59.098
0.72,140.33,58.119
0.696,140.13,59.081
0.688,140.71,59.288
0.664,143.06,60.536
0.736,132,53.629
0.72,137.5,52.302
0.752,130.45,52.551
0.736,137.25,52.603
0.744,131.47,51.04
0.744,134.28,51.382
0.728,132.66,53.523
0.752,129.11,52.066
0.728,136.9,52.595
0.752,131.43,51.086
0.752,134.35,50.747
0.744,132.48,53.482
0.736,137.74,52.649
0.76,131.94,51.282
0.752,135.87,51.382
0.768,134.57,52.208
0.776,135.9,51.431
0.776,136.47,50.989
0.776,136.7,50.747
0.768,135.65,53.09
0.768,136.27,51.282
0.776,136.29,50.841
0.776,137.53,51.431
0.76,135.81,51.87
0.784,137.44,50.843
0.776,137.24,51.915
0.784,135.85,51.675
0.76,136.75,51.522
0.8,136.87,51.966
0.776,136.33,50.503
0.784,137.83,52.31
0.776,134.69,51.382
0.768,135.27,50.647
0.776,135.15,52.31
0.76,134.46,50.356
0.776,134.74,52.599
0.768,136.27,50.6
0.768,133.94,52.552
0.76,149.81,53.482
0.744,149.76,56.804
0.736,150.59,54.508
0.752,150.2,53.482
0.752,151.83,54.065
0.744,149.27,54.107
0.752,150.39,54.996
0.752,149.02,55.038
0.752,148.73,54.601
0.752,148.94,54.801
0.744,149.37,53.772
0.752,149.38,53.433
0.744,148.97,53.331
0.752,148.7,53.287
0.744,149.41,55.529
0.744,149.76,53.87
0.736,149.31,54.117
0.752,148.11,53.282
0.752,150.06,53.87
0.744,147.02,55.433
0.752,148.16,54.405
0.76,148.07,53.773
0.744,149.51,54.058
0.76,147.61,53.917
0.672,158.75,59.529
0.688,153.44,58.164
0.688,158.12,58.848
0.68,153.67,58.601
0.68,157.03,59.325
0.672,155.35,62.167
0.68,157.49,60.604
0.688,156.53,59.529
0.68,158.55,59.764
0.672,158.74,62.362
0.672,155.77,61.727
0.696,155.88,59.926
0.672,158.46,61.773
0.696,156.98,61.684
0.672,157.67,63.104
0.672,157.67,62.368
0.688,156.74,61.095
0.688,158.32,61.443
0.672,157.86,61.876
0.688,156.97,61.73
0.688,158.62,61.736
0.672,156.03,61.678
0.688,158.2,62.026
0.68,156.8,61.586
0.688,157.67,62.811
0.672,157.72,62.664
0.68,157.9,62.42
0.72,155.56,63.484
0.72,177.53,67.548
0.672,161.89,69.02
0.704,175.99,67.478
0.704,166.29,69.54
0.584,176.86,80.716
0.728,185.3,69.644
0.552,174.72,80.341
0.744,185.93,69.064
0.704,163.26,66.376
0.712,174.27,66.612
0.696,167.21,68.52
0.704,176.08,68.813
0.84,162.44,55.483
0.824,161.26,57.231
0.824,163.92,58.317
0.824,162.82,54.386
0.824,160.69,50.332
0.832,166.75,56.606
0.84,159.65,55.625
0.848,160.91,55.632
0.84,160.78,53.867
0.84,158.91,56.558
0.832,166.47,55.425
0.84,161.72,55.092
0.552,185.95,71.549
0.584,185.92,83.899
0.528,185.9,74.449
0.552,185.43,71.976
0.544,186.15,64.543
0.488,185.37,69.976
0.576,186.36,72.431
0.544,186.46,74.69
0.536,186.29,74.968
0.536,185.5,76.869
0.68,172.9,60.426
0.688,177.16,55.607
0.68,169.18,58.423
0.68,174.69,60.536
0.688,177.94,62.871
0.688,172.77,56.844
0.688,169.98,59.068
0.68,178.57,62.822
0.696,176.68,55.621
0.68,169.79,57.902
0.48,171.78,72.737
0.688,179.19,56.672
0.68,171.87,59.547
0.68,175.33,59.478
0.68,178.91,58.243
0.672,175.31,60.697
0.696,178.36,54.613
0.528,168.14,66.032
0.712,176.71,60.297
0.704,184.7,57.196
0.608,168.24,63.695
0.736,174.49,60.189
0.704,186.59,57.483
0.616,168.82,63.181
0.728,174.44,59.952
0.696,185.08,57.427
0.616,169.1,62.765
0.736,172.2,59.72
0.68,172.9,60.426
0.688,177.16,55.607
0.68,169.18,58.423
0.68,174.69,60.536
0.688,177.94,62.871
0.688,172.77,56.844
0.688,169.98,59.068
0.68,178.57,62.822
0.696,176.68,55.621
0.68,169.79,57.903
0.48,171.78,72.737
0.688,179.19,56.672
0.68,171.87,59.547
0.68,175.33,59.478
0.68,178.91,58.243
0.672,175.31,60.697
0.696,178.36,54.613
0.528,168.14,66.032
0.712,176.71,60.297
0.704,184.7,57.196
0.608,168.24,63.695
0.736,174.49,60.189
0.704,186.59,57.483
0.616,168.82,63.181
0.728,174.44,59.952
0.696,185.08,57.427
0.616,169.1,62.765
0.736,172.2,59.721
0.672,165.91,55.664
0.672,160.47,54.858
0.688,162.79,54.379
0.672,166.14,56.246
0.68,165.58,53.854
0.68,162.6,55.151
0.672,167.3,56.664
0.68,167.22,54.196
0.672,165.14,56.499
0.688,159.55,53.565
0.696,159.94,53.269
0.696,164.08,54.617
0.696,162.54,50.632
0.696,159.45,52.683
0.688,161.72,52.859
0.688,161.42,52.217
0.712,159.51,51.98
0.744,150.65,53.273
0.728,148,51.743
0.728,152.03,53.859
0.744,150.6,51.222
0.744,147.09,50.625
0.728,149.9,51.731
0.728,149.04,52.274
0.752,147.59,51.448
0.728,157.72,56.031
0.712,154.4,56.37
0.768,153.3,55.501
0.728,150.8,57.191
0.656,156.53,57.906
0.736,155.08,56.075
0.792,157.94,57.844
0.6,159.62,56.719
0.744,154.37,54.323
0.712,158.95,55.093
0.728,157.93,52.622
0.736,153.43,53.276
0.72,157.5,55.031
0.728,157.81,54.97
0.728,156.85,53.446
0.744,153.63,52.503
0.728,158.1,53.795
0.704,193.85,64.217
0.68,185.09,64.88
0.696,191.57,68.606
0.712,195.28,64.002
0.656,187.06,62.349
0.712,192.96,70.785
0.688,193.3,64.706
0.696,186.43,66.626
0.68,192.16,70.31
0.688,193.55,63.709
0.688,187.79,67.801
0.672,189.81,68.046
0.696,194.91,62.813
0.68,185.42,64.991
0.48,192.02,67.74
0.688,192.4,62.281
0.688,185.6,65.285
0.68,191.57,67.984
0.688,194.15,62.992
0.68,186.92,66.336
0.696,189.89,65.395
0.696,192.92,61.637
0.688,183.6,64.877
0.688,189.17,65.984
0.696,189.9,60.244
0.696,181.9,63.705
0.688,189.34,68.446
0.68,191.71,61.983
0.688,198.88,68.966
0.688,194.43,71.615
0.696,196.37,70.087
0.688,198.94,72.439
0.696,199.56,67.753
0.696,192.58,69.202
0.688,195.05,73.542
0.696,197.24,67.098
0.688,193.72,70.387
0.704,195.94,70.677
0.704,198.72,68.095
0.704,192.31,69.622
0.72,195.39,68.281
0.704,198.15,71.677
0.712,195.6,65.233
0.712,191.94,66.281
0.704,195.53,70.743
0.704,196.83,64.986
0.776,197.98,78.712
0.76,192.04,80.878
0.768,193.51,80.233
0.768,197.08,82.874
0.768,194.65,79.466
0.768,192.7,79.586
0.768,196.07,81.574
0.776,193.57,79.296
0.584,191.6,90.404
0.768,191.49,75.659
0.784,190.4,73.323
0.768,187.78,74.844
0.776,190.63,73.964
0.768,188.25,76.418
0.776,191.47,74.954
0.768,190.91,77.361
0.768,194.28,79.999
0.808,191.22,77.601
0.8,193.62,79.065
0.808,197.02,75.012
0.8,192,78.125
0.792,195.76,79.587
0.8,197.32,75.717
0.8,192.64,78.068
0.736,179.84,62.654
0.744,178.17,59.43
0.736,176.56,62.179
0.736,176.28,61.766
0.736,178.42,62.528
0.744,177.72,58.543
0.744,175.13,62.009
0.736,175.7,61.889
0.736,178.55,62.534
0.728,177.86,62.528
0.744,177.28,63.117
0.744,179.88,59.481
0.736,175.68,63.061
0.744,176.14,61.767
0.752,178,62.239
0.744,177.83,58.838
0.744,174.07,61.127
0.752,175.51,61.482
0.76,191.58,73.49
0.768,191.45,70.152
0.76,188.82,72.845
0.752,190.83,73.372
0.776,193.38,69.915
0.76,187.88,72.672
0.752,192.72,73.545
0.768,192.42,70.565
0.768,187.17,71.851
0.752,192.51,72.259
0.768,189.19,72.851
0.76,189.61,72.139
0.768,191.65,70.213
0.752,188.01,73.188
0.76,189.88,73.607
0.76,193.6,72.252
0.608,144.49,64.431
0.664,150.12,70.72
0.624,158.83,75.799
0.64,168.12,78.28
0.624,170.01,73.796
0.624,163.11,71.948
0.656,164.59,78.971
0.632,170.1,83.604
0.64,173.71,85.216
0.664,174.58,84.589
0.616,168.97,75.206
0.6,164.17,77.107
0.6,166,79.56
0.616,172.14,80.973
0.624,170.61,74.826
0.616,163.1,74.759
0.6,163.79,78.872
0.616,171.96,75.987
0.616,169.68,74.19
0.608,163.33,76.632
0.608,166.98,78.437
0.632,168.31,77.171
0.624,168.15,71.759
0.624,161.28,74.191
0.632,163.1,75.196
0.624,167.89,73.294
0.632,165.14,72.523
0.632,164.61,75.594
0.632,168.67,76.226
0.624,168.76,71.484
0.656,160.4,72.862
0.648,146.18,67.919
0.624,145.74,74.027
0.64,146.53,72.23
0.632,145.26,67.473
0.648,138.61,71.11
0.632,143.55,74.91
0.632,152.25,78.234
0.632,155.11,78.769
0.624,153.2,71.526
0.608,148.82,75.453
0.616,151.17,77.446
0.624,156.28,76.975
0.624,155.04,71.64
0.624,147.47,75.07
0.6,151.36,77.156
0.656,156.22,78.757
0.648,157.77,77.714
0.64,155.8,76.512
0.728,127.55,62.217
0.736,136,64.902
0.776,135.83,63.929
0.776,134.09,63.784
0.776,131.35,54.897
0.744,120.52,55.876
0.736,119.37,59.002
0.768,129.71,63.591
0.784,131.02,63.54
0.792,130.42,54.981
0.752,119.32,55.673
0.776,116.86,57.779
0.768,128.83,63.538
0.808,134.1,64.42
0.824,133.69,63.935
0.736,141.96,60.853
0.728,132.74,62.454
0.768,134.52,63.005
0.792,138.81,64.13
0.808,137.7,63.006
0.84,135.12,57.582
0.8,124.76,52.992
0.8,117.13,55.729
0.68,138.83,71.389
0.688,135.15,69.784
0.664,143.49,73.746
0.688,148.41,75.412
0.688,149.85,68.476
0.672,141.03,68.037
0.648,139.99,71.176
0.744,142.4,62.604
0.712,133.72,59.682
0.72,128.06,62.371
0.72,132.95,63.147
0.768,139.09,64.863
0.784,138.63,65.303
0.808,136.26,64.032
0.688,129.34,61.237
0.68,128.94,61.135
0.704,127.42,60.417
0.704,124.24,60.368
0.696,125,60.653
0.728,125.03,60.806
0.712,125.53,60.808
0.72,124.98,55.728
0.68,116.88,55.185
0.68,114.75,57.285
0.688,127.33,56.891
0.696,122.08,58.998
0.704,123.53,60.458
0.704,126.58,59.779
0.712,125.19,56.996
0.688,119.67,61.101
0.696,121.29,58.107
0.696,123.17,60.661
0.688,123.12,59.727
0.704,126.02,59.489
0.672,122.46,56.546
0.688,116.73,58.01
0.68,125.22,62.42
0.672,128.8,61.339
0.696,129.73,61.093
0.72,129.09,60.808
0.712,127.93,60.366
0.728,126.22,59.684
0.736,128.18,58.354
0.768,131.49,57.091
0.744,127.73,57.969
0.784,129.19,56.12
0.768,127.17,58.562
0.768,126.57,54.649
0.752,124.12,56.999
0.752,123.82,56.599
0.768,118.57,56.071
0.776,122.17,56.753
0.792,125.9,58.216
0.8,125.87,57.531
0.784,123.77,53.523
0.784,119.48,56.407
0.848,121.6,55.483
0.792,120.3,52.308
0.656,143.9,67.487
0.68,152,65.686
0.672,148.27,63.241
0.672,144.62,67.784
0.696,150.78,69.155
